source,job_title,role_normalized,seniority,salary_eur,country,country_name,year,salary_usd,dataset
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,46100.0,ES,Spain,2026,49788.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,44800.0,ES,Spain,2026,48384.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,43100.0,ES,Spain,2026,46548.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,46400.0,ES,Spain,2026,50112.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45600.0,ES,Spain,2026,49248.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,47000.0,ES,Spain,2026,50760.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45600.0,ES,Spain,2026,49248.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,47600.0,ES,Spain,2026,51408.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45700.0,ES,Spain,2026,49356.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45800.0,ES,Spain,2026,49464.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,47800.0,ES,Spain,2026,51624.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45000.0,ES,Spain,2026,48600.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,43300.0,ES,Spain,2026,46764.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,42100.0,ES,Spain,2026,45468.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,46900.0,ES,Spain,2026,50652.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,46100.0,ES,Spain,2026,49788.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,46500.0,ES,Spain,2026,50220.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,43900.0,ES,Spain,2026,47412.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,43400.0,ES,Spain,2026,46872.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,41800.0,ES,Spain,2026,45144.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,44800.0,ES,Spain,2026,48384.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45900.0,ES,Spain,2026,49572.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45000.0,ES,Spain,2026,48600.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45200.0,ES,Spain,2026,48816.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,48000.0,ES,Spain,2026,51840.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,44800.0,ES,Spain,2026,48384.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45600.0,ES,Spain,2026,49248.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,47000.0,ES,Spain,2026,50760.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45000.0,ES,Spain,2026,48600.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,46100.0,ES,Spain,2026,49788.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,47600.0,ES,Spain,2026,51408.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,48600.0,ES,Spain,2026,52488.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,43400.0,ES,Spain,2026,46872.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,48300.0,ES,Spain,2026,52164.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,45500.0,ES,Spain,2026,49140.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Senior,44200.0,ES,Spain,2026,47736.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,55300.0,ES,Spain,2026,59724.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,59100.0,ES,Spain,2026,63828.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,55500.0,ES,Spain,2026,59940.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,54600.0,ES,Spain,2026,58968.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,56100.0,ES,Spain,2026,60588.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,54100.0,ES,Spain,2026,58428.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,52800.0,ES,Spain,2026,57024.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,53300.0,ES,Spain,2026,57564.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,53300.0,ES,Spain,2026,57564.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,53500.0,ES,Spain,2026,57780.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,53400.0,ES,Spain,2026,57672.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,56200.0,ES,Spain,2026,60696.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,53700.0,ES,Spain,2026,57996.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,54700.0,ES,Spain,2026,59076.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,58000.0,ES,Spain,2026,62640.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,55400.0,ES,Spain,2026,59832.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,56300.0,ES,Spain,2026,60804.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,53600.0,ES,Spain,2026,57888.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,53800.0,ES,Spain,2026,58104.0,Manfred 2026
Manfred 2026,Fullstack Engineer,Fullstack Engineer,Lead,52300.0,ES,Spain,2026,56484.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,27900.0,ES,Spain,2026,30132.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28700.0,ES,Spain,2026,30996.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28000.0,ES,Spain,2026,30240.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,27100.0,ES,Spain,2026,29268.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,27500.0,ES,Spain,2026,29700.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29800.0,ES,Spain,2026,32184.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28200.0,ES,Spain,2026,30456.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29300.0,ES,Spain,2026,31644.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,30000.0,ES,Spain,2026,32400.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,31100.0,ES,Spain,2026,33588.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,26400.0,ES,Spain,2026,28512.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,31800.0,ES,Spain,2026,34344.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,30700.0,ES,Spain,2026,33156.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,27000.0,ES,Spain,2026,29160.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,32500.0,ES,Spain,2026,35100.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,33000.0,ES,Spain,2026,35640.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,26700.0,ES,Spain,2026,28836.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28700.0,ES,Spain,2026,30996.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,31900.0,ES,Spain,2026,34452.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,31500.0,ES,Spain,2026,34020.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28000.0,ES,Spain,2026,30240.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28200.0,ES,Spain,2026,30456.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29300.0,ES,Spain,2026,31644.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29900.0,ES,Spain,2026,32292.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,30600.0,ES,Spain,2026,33048.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29300.0,ES,Spain,2026,31644.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29800.0,ES,Spain,2026,32184.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,31400.0,ES,Spain,2026,33912.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,26400.0,ES,Spain,2026,28512.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28600.0,ES,Spain,2026,30888.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,31200.0,ES,Spain,2026,33696.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,32700.0,ES,Spain,2026,35316.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,30100.0,ES,Spain,2026,32508.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,30200.0,ES,Spain,2026,32616.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,27300.0,ES,Spain,2026,29484.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29700.0,ES,Spain,2026,32076.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,30200.0,ES,Spain,2026,32616.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28500.0,ES,Spain,2026,30780.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28700.0,ES,Spain,2026,30996.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29300.0,ES,Spain,2026,31644.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,26000.0,ES,Spain,2026,28080.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29000.0,ES,Spain,2026,31320.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,28300.0,ES,Spain,2026,30564.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,29000.0,ES,Spain,2026,31320.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,27400.0,ES,Spain,2026,29592.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,32700.0,ES,Spain,2026,35316.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,30500.0,ES,Spain,2026,32940.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,31000.0,ES,Spain,2026,33480.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,31800.0,ES,Spain,2026,34344.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Junior,30000.0,ES,Spain,2026,32400.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,38900.0,ES,Spain,2026,42012.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43300.0,ES,Spain,2026,46764.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43600.0,ES,Spain,2026,47088.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,45000.0,ES,Spain,2026,48600.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,42500.0,ES,Spain,2026,45900.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,39500.0,ES,Spain,2026,42660.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41300.0,ES,Spain,2026,44604.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,42000.0,ES,Spain,2026,45360.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,44100.0,ES,Spain,2026,47628.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43500.0,ES,Spain,2026,46980.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41900.0,ES,Spain,2026,45252.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,48900.0,ES,Spain,2026,52812.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43800.0,ES,Spain,2026,47304.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,40800.0,ES,Spain,2026,44064.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,39200.0,ES,Spain,2026,42336.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,39900.0,ES,Spain,2026,43092.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,40900.0,ES,Spain,2026,44172.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,40000.0,ES,Spain,2026,43200.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,40300.0,ES,Spain,2026,43524.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41300.0,ES,Spain,2026,44604.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,40100.0,ES,Spain,2026,43308.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,46800.0,ES,Spain,2026,50544.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,38800.0,ES,Spain,2026,41904.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43200.0,ES,Spain,2026,46656.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,42300.0,ES,Spain,2026,45684.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,48700.0,ES,Spain,2026,52596.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,39300.0,ES,Spain,2026,42444.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,42200.0,ES,Spain,2026,45576.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,48300.0,ES,Spain,2026,52164.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,46400.0,ES,Spain,2026,50112.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,45800.0,ES,Spain,2026,49464.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41000.0,ES,Spain,2026,44280.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,40100.0,ES,Spain,2026,43308.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,44300.0,ES,Spain,2026,47844.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,47400.0,ES,Spain,2026,51192.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43400.0,ES,Spain,2026,46872.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43500.0,ES,Spain,2026,46980.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41200.0,ES,Spain,2026,44496.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,45200.0,ES,Spain,2026,48816.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,40300.0,ES,Spain,2026,43524.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41600.0,ES,Spain,2026,44928.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,42500.0,ES,Spain,2026,45900.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43100.0,ES,Spain,2026,46548.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,40900.0,ES,Spain,2026,44172.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,39400.0,ES,Spain,2026,42552.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43800.0,ES,Spain,2026,47304.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41300.0,ES,Spain,2026,44604.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43600.0,ES,Spain,2026,47088.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,39900.0,ES,Spain,2026,43092.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,42900.0,ES,Spain,2026,46332.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43200.0,ES,Spain,2026,46656.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,38300.0,ES,Spain,2026,41364.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41700.0,ES,Spain,2026,45036.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,39600.0,ES,Spain,2026,42768.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,38500.0,ES,Spain,2026,41580.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,49000.0,ES,Spain,2026,52920.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41600.0,ES,Spain,2026,44928.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,45700.0,ES,Spain,2026,49356.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41000.0,ES,Spain,2026,44280.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,44400.0,ES,Spain,2026,47952.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,45200.0,ES,Spain,2026,48816.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,43700.0,ES,Spain,2026,47196.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,42800.0,ES,Spain,2026,46224.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,42400.0,ES,Spain,2026,45792.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,41800.0,ES,Spain,2026,45144.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,47400.0,ES,Spain,2026,51192.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,45900.0,ES,Spain,2026,49572.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,48100.0,ES,Spain,2026,51948.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,39500.0,ES,Spain,2026,42660.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Mid,44900.0,ES,Spain,2026,48492.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,66700.0,ES,Spain,2026,72036.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,56700.0,ES,Spain,2026,61236.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,54500.0,ES,Spain,2026,58860.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,63200.0,ES,Spain,2026,68256.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,61200.0,ES,Spain,2026,66096.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,64700.0,ES,Spain,2026,69876.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,56000.0,ES,Spain,2026,60480.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,63900.0,ES,Spain,2026,69012.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,57000.0,ES,Spain,2026,61560.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,56400.0,ES,Spain,2026,60912.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,56400.0,ES,Spain,2026,60912.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,64200.0,ES,Spain,2026,69336.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,62200.0,ES,Spain,2026,67176.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,60700.0,ES,Spain,2026,65556.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,59000.0,ES,Spain,2026,63720.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,65300.0,ES,Spain,2026,70524.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,59400.0,ES,Spain,2026,64152.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,64200.0,ES,Spain,2026,69336.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,59900.0,ES,Spain,2026,64692.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,59200.0,ES,Spain,2026,63936.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,60100.0,ES,Spain,2026,64908.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,58400.0,ES,Spain,2026,63072.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,63300.0,ES,Spain,2026,68364.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,60500.0,ES,Spain,2026,65340.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,57500.0,ES,Spain,2026,62100.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,65700.0,ES,Spain,2026,70956.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,59300.0,ES,Spain,2026,64044.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,60900.0,ES,Spain,2026,65772.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,65900.0,ES,Spain,2026,71172.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,61800.0,ES,Spain,2026,66744.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,55600.0,ES,Spain,2026,60048.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,66700.0,ES,Spain,2026,72036.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,61800.0,ES,Spain,2026,66744.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,58800.0,ES,Spain,2026,63504.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,56000.0,ES,Spain,2026,60480.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,63900.0,ES,Spain,2026,69012.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,61700.0,ES,Spain,2026,66636.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,60800.0,ES,Spain,2026,65664.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,65600.0,ES,Spain,2026,70848.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,63800.0,ES,Spain,2026,68904.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,56200.0,ES,Spain,2026,60696.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,58500.0,ES,Spain,2026,63180.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,57700.0,ES,Spain,2026,62316.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,63200.0,ES,Spain,2026,68256.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,53500.0,ES,Spain,2026,57780.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,61200.0,ES,Spain,2026,66096.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,63500.0,ES,Spain,2026,68580.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,65300.0,ES,Spain,2026,70524.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,58900.0,ES,Spain,2026,63612.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,64300.0,ES,Spain,2026,69444.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,55500.0,ES,Spain,2026,59940.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,64700.0,ES,Spain,2026,69876.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,55800.0,ES,Spain,2026,60264.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,59500.0,ES,Spain,2026,64260.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,64000.0,ES,Spain,2026,69120.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,56200.0,ES,Spain,2026,60696.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,57400.0,ES,Spain,2026,61992.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,62900.0,ES,Spain,2026,67932.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,62900.0,ES,Spain,2026,67932.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Senior,62000.0,ES,Spain,2026,66960.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,82600.0,ES,Spain,2026,89208.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,80900.0,ES,Spain,2026,87372.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,77700.0,ES,Spain,2026,83916.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,78900.0,ES,Spain,2026,85212.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,76700.0,ES,Spain,2026,82836.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,85900.0,ES,Spain,2026,92772.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,81300.0,ES,Spain,2026,87804.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,79500.0,ES,Spain,2026,85860.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,80100.0,ES,Spain,2026,86508.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,86900.0,ES,Spain,2026,93852.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,76300.0,ES,Spain,2026,82404.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,81400.0,ES,Spain,2026,87912.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,80600.0,ES,Spain,2026,87048.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,81600.0,ES,Spain,2026,88128.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,72800.0,ES,Spain,2026,78624.0,Manfred 2026
Manfred 2026,AI Engineer,AI Engineer,Lead,85200.0,ES,Spain,2026,92016.0,Manfred 2026
